arm,model,id,step_idx,epoch,efficacy,specificity,soft_shift,prediction_changed
sft,DeepSeek-Revision SFT,44,1,4,99.85682075026092,100.0,2.5390625,0
sft,DeepSeek-Revision SFT,44,1,5,99.91040071500609,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-367,0,1,87.96303073535098,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-367,0,2,95.5718464735231,100.0,-1.171875,0
sft,DeepSeek-Revision SFT,8-367,0,3,97.43718135503588,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,8-367,0,4,98.12500182518839,100.0,-1.171875,0
sft,DeepSeek-Revision SFT,8-367,0,5,98.44557191654607,100.0,-1.171875,0
sft,DeepSeek-Revision SFT,8-367,1,1,95.53711603496986,100.0,0.78125,0
sft,DeepSeek-Revision SFT,8-367,1,2,99.29386921728934,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,8-367,1,3,99.79769014354277,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-367,1,4,99.92077432187916,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-367,1,5,99.96016282725468,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,8-367,2,1,97.51603099536514,100.0,0.390625,0
sft,DeepSeek-Revision SFT,8-367,2,2,99.63079096839303,100.0,0.0,0
sft,DeepSeek-Revision SFT,8-367,2,3,99.85082606636442,100.0,1.171875,0
sft,DeepSeek-Revision SFT,8-367,2,4,99.92015294718442,95.0,1.953125,0
sft,DeepSeek-Revision SFT,8-367,2,5,99.94844686801001,95.0,2.34375,0
sft,DeepSeek-Revision SFT,8-445,0,1,92.6706346032714,100.0,18.1640625,1
sft,DeepSeek-Revision SFT,8-445,0,2,98.66522340138431,100.0,35.546875,1
sft,DeepSeek-Revision SFT,8-445,0,3,99.47729397362558,100.0,43.9453125,1
sft,DeepSeek-Revision SFT,8-445,0,4,99.6927169791362,95.0,47.998046875,1
sft,DeepSeek-Revision SFT,8-445,0,5,99.77518693942609,95.0,49.1455078125,1
sft,DeepSeek-Revision SFT,8-445,1,1,92.07506644114036,100.0,4.296875,0
sft,DeepSeek-Revision SFT,8-445,1,2,97.86703306871155,100.0,13.671875,1
sft,DeepSeek-Revision SFT,8-445,1,3,98.92747687218039,100.0,21.09375,1
sft,DeepSeek-Revision SFT,8-445,1,4,99.26286635299422,100.0,25.1953125,1
sft,DeepSeek-Revision SFT,8-445,1,5,99.40769647480512,100.0,27.1484375,1
sft,DeepSeek-Revision SFT,8-445,2,1,91.33009627811923,100.0,-42.96875,0
sft,DeepSeek-Revision SFT,8-445,2,2,97.55454136530511,100.0,-44.53125,0
sft,DeepSeek-Revision SFT,8-445,2,3,98.88038745220422,100.0,-45.3125,0
sft,DeepSeek-Revision SFT,8-445,2,4,99.25417725482238,100.0,-45.3125,0
sft,DeepSeek-Revision SFT,8-445,2,5,99.40071458827904,100.0,-45.3125,0
sft,DeepSeek-Revision SFT,8-445,3,1,88.24186682804344,100.0,-11.328125,0
sft,DeepSeek-Revision SFT,8-445,3,2,96.46956820149143,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,8-445,3,3,98.16843611112658,100.0,0.78125,0
sft,DeepSeek-Revision SFT,8-445,3,4,98.77991541783175,100.0,6.8359375,1
sft,DeepSeek-Revision SFT,8-445,3,5,99.04979717199402,100.0,3.90625,1
sft,DeepSeek-Revision SFT,1911,0,1,88.05670317332803,100.0,0.0,0
sft,DeepSeek-Revision SFT,1911,0,2,94.86325204327493,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,0,3,96.73488434100858,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,0,4,97.45712536795878,100.0,0.0,0
sft,DeepSeek-Revision SFT,1911,0,5,97.89188288615556,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,1,1,96.18269305419625,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,1,2,99.5440877006775,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,1911,1,3,99.85654083001815,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,1,4,99.92077432187916,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,1,5,99.94554904082261,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,1911,2,1,93.59471576772323,100.0,1.5625,0
sft,DeepSeek-Revision SFT,1911,2,2,98.59294578322728,100.0,2.734375,0
sft,DeepSeek-Revision SFT,1911,2,3,99.44898965167248,100.0,4.6875,0
sft,DeepSeek-Revision SFT,1911,2,4,99.65518653488998,95.0,8.203125,0
sft,DeepSeek-Revision SFT,1911,2,5,99.7397211412359,95.0,9.765625,0
sft,DeepSeek-Revision SFT,8-41,0,1,85.17980913762035,100.0,-19.53125,0
sft,DeepSeek-Revision SFT,8-41,0,2,96.84459928168296,100.0,-43.359375,0
sft,DeepSeek-Revision SFT,8-41,0,3,98.85718959234318,100.0,-44.921875,0
sft,DeepSeek-Revision SFT,8-41,0,4,99.38829766867123,100.0,-44.921875,0
sft,DeepSeek-Revision SFT,8-41,0,5,99.6172064624166,100.0,-44.53125,0
sft,DeepSeek-Revision SFT,8-41,1,1,85.76147333651494,100.0,44.62890625,1
sft,DeepSeek-Revision SFT,8-41,1,2,94.923096969658,100.0,46.38671875,1
sft,DeepSeek-Revision SFT,8-41,1,3,97.15211550559322,100.0,39.84375,1
sft,DeepSeek-Revision SFT,8-41,1,4,98.04267951975916,95.0,33.0078125,1
sft,DeepSeek-Revision SFT,8-41,1,5,98.42724881018258,95.0,26.3671875,1
sft,DeepSeek-Revision SFT,8-41,2,1,94.24711518479769,100.0,47.216796875,1
sft,DeepSeek-Revision SFT,8-41,2,2,99.59608408909591,100.0,51.57470703125,1
sft,DeepSeek-Revision SFT,8-41,2,3,99.87290221955654,100.0,52.3895263671875,1
sft,DeepSeek-Revision SFT,8-41,2,4,99.9229112993796,100.0,52.5543212890625,1
sft,DeepSeek-Revision SFT,8-41,2,5,99.94181039590586,100.0,52.728271484375,1
sft,DeepSeek-Revision SFT,9-159,0,1,85.48064356162975,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,9-159,0,2,94.90322653301573,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,9-159,0,3,97.0037614479853,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,9-159,0,4,97.8079050472936,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,9-159,0,5,98.23860222183055,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,9-159,1,1,95.84013473308404,100.0,-1.171875,0
sft,DeepSeek-Revision SFT,9-159,1,2,98.94822134731076,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,9-159,1,3,99.43702345587579,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,9-159,1,4,99.63651502387273,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,9-159,1,5,99.734068710578,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,7-424,0,1,96.98026165776815,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,7-424,0,2,99.32620530009146,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,7-424,0,3,99.71912058054745,95.0,0.0,0
sft,DeepSeek-Revision SFT,7-424,0,4,99.82963802041974,95.0,0.0,0
sft,DeepSeek-Revision SFT,7-424,0,5,99.88651445579582,100.0,0.0,0
sft,DeepSeek-Revision SFT,7-424,1,1,89.54209987109985,100.0,10.15625,0
sft,DeepSeek-Revision SFT,7-424,1,2,96.55135056601938,95.0,53.3203125,0
sft,DeepSeek-Revision SFT,7-424,1,3,98.2108642429147,100.0,76.5625,1
sft,DeepSeek-Revision SFT,7-424,1,4,98.7703461758537,100.0,86.328125,1
sft,DeepSeek-Revision SFT,7-424,1,5,99.01194539447538,95.0,90.234375,1
sft,DeepSeek-Revision SFT,7-424,2,1,93.24787219224557,100.0,98.284912109375,1
sft,DeepSeek-Revision SFT,7-424,2,2,98.86275612007152,100.0,89.599609375,1
sft,DeepSeek-Revision SFT,7-424,2,3,99.60697903167195,100.0,50.9765625,0
sft,DeepSeek-Revision SFT,7-424,2,4,99.83096378786294,100.0,27.34375,0
sft,DeepSeek-Revision SFT,7-424,2,5,99.90062873722515,95.0,18.359375,0
sft,DeepSeek-Revision SFT,1502,0,1,86.85721010904486,100.0,71.19140625,1
sft,DeepSeek-Revision SFT,1502,0,2,95.45797335062376,100.0,69.7265625,1
sft,DeepSeek-Revision SFT,1502,0,3,97.6801597837785,100.0,57.8125,1
sft,DeepSeek-Revision SFT,1502,0,4,98.50219858284844,100.0,51.953125,1
sft,DeepSeek-Revision SFT,1502,0,5,98.8335110834369,100.0,45.8984375,0
sft,DeepSeek-Revision SFT,1502,1,1,98.91906496903275,100.0,39.0625,0
sft,DeepSeek-Revision SFT,1502,1,2,99.85371135142367,95.0,74.70703125,1
sft,DeepSeek-Revision SFT,1502,1,3,99.92644144799712,100.0,84.6435546875,1
sft,DeepSeek-Revision SFT,1502,1,4,99.95250702929319,100.0,85.693359375,1
sft,DeepSeek-Revision SFT,1502,1,5,99.96525340036578,100.0,87.0361328125,1
sft,DeepSeek-Revision SFT,1502,2,1,89.82418388486259,100.0,-7.421875,0
sft,DeepSeek-Revision SFT,1502,2,2,97.17427791855638,100.0,-8.59375,0
sft,DeepSeek-Revision SFT,1502,2,3,98.74609342732269,100.0,-8.59375,0
sft,DeepSeek-Revision SFT,1502,2,4,99.1647181481919,100.0,-8.984375,0
sft,DeepSeek-Revision SFT,1502,2,5,99.36949617943253,100.0,-8.984375,0
sft,DeepSeek-Revision SFT,1502,3,1,98.35177090466038,100.0,-8.984375,0
sft,DeepSeek-Revision SFT,1502,3,2,99.7625500854879,95.0,-9.375,0
sft,DeepSeek-Revision SFT,1502,3,3,99.91264705814308,95.0,-9.375,0
sft,DeepSeek-Revision SFT,1502,3,4,99.9486478546243,100.0,-9.375,0
sft,DeepSeek-Revision SFT,1502,3,5,99.96470622104037,100.0,-9.375,0
sft,DeepSeek-Revision SFT,8-318,0,1,88.51424368960568,100.0,1.953125,0
sft,DeepSeek-Revision SFT,8-318,0,2,95.77462638710077,100.0,2.34375,0
sft,DeepSeek-Revision SFT,8-318,0,3,97.47691417534179,100.0,0.390625,0
sft,DeepSeek-Revision SFT,8-318,0,4,98.0954749003309,100.0,0.78125,0
sft,DeepSeek-Revision SFT,8-318,0,5,98.46967109025846,100.0,0.390625,0
sft,DeepSeek-Revision SFT,8-318,1,1,85.81698409126575,100.0,7.8125,0
sft,DeepSeek-Revision SFT,8-318,1,2,95.53711603496986,100.0,12.109375,0
sft,DeepSeek-Revision SFT,8-318,1,3,97.82496406555497,100.0,15.234375,0
sft,DeepSeek-Revision SFT,8-318,1,4,98.68077401978238,100.0,19.53125,0
sft,DeepSeek-Revision SFT,8-318,1,5,99.00419598615896,100.0,19.921875,0
sft,DeepSeek-Revision SFT,1890,0,1,84.87274156195213,100.0,1.171875,0
sft,DeepSeek-Revision SFT,1890,0,2,93.59471576772323,100.0,1.171875,0
sft,DeepSeek-Revision SFT,1890,0,3,96.23452765211574,100.0,2.734375,0
sft,DeepSeek-Revision SFT,1890,0,4,97.28783201104959,100.0,2.734375,0
sft,DeepSeek-Revision SFT,1890,0,5,97.88776144638422,100.0,3.90625,0
sft,DeepSeek-Revision SFT,1890,1,1,96.76029367265431,100.0,14.453125,0
sft,DeepSeek-Revision SFT,1890,1,2,99.40071458827904,100.0,42.578125,0
sft,DeepSeek-Revision SFT,1890,1,3,99.75018067290613,100.0,66.015625,1
sft,DeepSeek-Revision SFT,1890,1,4,99.84366705981448,95.0,75.68359375,1
sft,DeepSeek-Revision SFT,1890,1,5,99.88199370565259,95.0,79.78515625,1
sft,DeepSeek-Revision SFT,1890,2,1,95.96812033236124,100.0,40.625,0
sft,DeepSeek-Revision SFT,1890,2,2,99.11431357576855,100.0,76.85546875,1
sft,DeepSeek-Revision SFT,1890,2,3,99.52592621934599,100.0,83.10546875,1
sft,DeepSeek-Revision SFT,1890,2,4,99.6841987800153,100.0,85.64453125,1
sft,DeepSeek-Revision SFT,1890,2,5,99.73819159307578,100.0,87.109375,1
sft,DeepSeek-Revision SFT,8-28,0,1,78.16125226726453,100.0,1.953125,0
sft,DeepSeek-Revision SFT,8-28,0,2,90.60727164186017,100.0,3.515625,0
sft,DeepSeek-Revision SFT,8-28,0,3,95.83200205675317,100.0,6.640625,0
sft,DeepSeek-Revision SFT,8-28,0,4,97.62514635842415,95.0,8.59375,0
sft,DeepSeek-Revision SFT,8-28,0,5,98.36778855344721,95.0,12.5,0
sft,DeepSeek-Revision SFT,8-28,1,1,90.2901684312592,100.0,0.78125,0
sft,DeepSeek-Revision SFT,8-28,1,2,99.22749057065424,100.0,1.953125,0
sft,DeepSeek-Revision SFT,8-28,1,3,99.8614966912865,100.0,2.34375,0
sft,DeepSeek-Revision SFT,8-28,1,4,99.94904748019007,100.0,2.734375,0
sft,DeepSeek-Revision SFT,8-28,1,5,99.97437946406238,100.0,3.125,0
sft,DeepSeek-Revision SFT,8-28,2,1,87.21171444345094,100.0,3.125,0
sft,DeepSeek-Revision SFT,8-28,2,2,97.1907864717441,100.0,5.46875,0
sft,DeepSeek-Revision SFT,8-28,2,3,98.69359438467056,100.0,8.984375,0
sft,DeepSeek-Revision SFT,8-28,2,4,99.20762494028195,100.0,11.71875,0
sft,DeepSeek-Revision SFT,8-28,2,5,99.42028602232274,100.0,14.0625,0
sft,DeepSeek-Revision SFT,9-566,0,1,96.67048570502892,100.0,22.265625,0
sft,DeepSeek-Revision SFT,9-566,0,2,99.58972333903746,100.0,57.2265625,1
sft,DeepSeek-Revision SFT,9-566,0,3,99.86257453258607,100.0,67.7734375,1
sft,DeepSeek-Revision SFT,9-566,0,4,99.9166472405881,95.0,75.0,1
sft,DeepSeek-Revision SFT,9-566,0,5,99.94271254209856,95.0,77.34375,1
sft,DeepSeek-Revision SFT,9-566,1,1,92.01291041688359,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-566,1,2,98.07302496112518,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,9-566,1,3,99.03105610049197,95.0,-0.390625,0
sft,DeepSeek-Revision SFT,9-566,1,4,99.3545442122126,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-566,1,5,99.46489835742618,100.0,0.390625,0
sft,DeepSeek-Revision SFT,9-566,2,1,90.91401891111842,95.0,-0.78125,0
sft,DeepSeek-Revision SFT,9-566,2,2,99.43702345587579,95.0,-1.171875,0
sft,DeepSeek-Revision SFT,9-566,2,3,99.79926453133628,90.0,-1.171875,0
sft,DeepSeek-Revision SFT,9-566,2,4,99.88914334559583,90.0,-0.78125,0
sft,DeepSeek-Revision SFT,9-566,2,5,99.92380940994538,90.0,-0.78125,0
sft,DeepSeek-Revision SFT,9-566,3,1,99.11084709711562,100.0,8.59375,0
sft,DeepSeek-Revision SFT,9-566,3,2,99.92469705720612,100.0,16.015625,0
sft,DeepSeek-Revision SFT,9-566,3,3,99.9705109438966,100.0,28.125,0
sft,DeepSeek-Revision SFT,9-566,3,4,99.98421564570441,100.0,38.28125,0
sft,DeepSeek-Revision SFT,9-566,3,5,99.98915158252001,100.0,44.53125,0
sft,DeepSeek-Revision SFT,9-454,0,1,94.2358681017388,100.0,4.6875,0
sft,DeepSeek-Revision SFT,9-454,0,2,99.02916178262062,100.0,14.453125,0
sft,DeepSeek-Revision SFT,9-454,0,3,99.58244768577657,100.0,21.09375,0
sft,DeepSeek-Revision SFT,9-454,0,4,99.74674171938953,100.0,26.953125,0
sft,DeepSeek-Revision SFT,9-454,0,5,99.81471228374524,100.0,28.90625,0
sft,DeepSeek-Revision SFT,9-454,1,1,93.60721387932924,100.0,0.390625,0
sft,DeepSeek-Revision SFT,9-454,1,2,98.4333803859871,95.0,0.390625,0
sft,DeepSeek-Revision SFT,9-454,1,3,99.28274927549913,95.0,0.78125,0
sft,DeepSeek-Revision SFT,9-454,1,4,99.53690812664668,95.0,0.78125,0
sft,DeepSeek-Revision SFT,9-454,1,5,99.65043991463364,100.0,0.78125,0
sft,DeepSeek-Revision SFT,9-454,2,1,96.90865062666418,100.0,24.609375,0
sft,DeepSeek-Revision SFT,9-454,2,2,99.44575159819209,100.0,59.1796875,0
sft,DeepSeek-Revision SFT,9-454,2,3,99.6531602127997,100.0,74.609375,1
sft,DeepSeek-Revision SFT,9-454,2,4,99.73819159307578,100.0,81.73828125,1
sft,DeepSeek-Revision SFT,9-454,2,5,99.78963103505481,100.0,83.3984375,1
sft,DeepSeek-Revision SFT,9-454,3,1,88.7363983266053,100.0,9.765625,0
sft,DeepSeek-Revision SFT,9-454,3,2,95.85635251081384,100.0,46.09375,0
sft,DeepSeek-Revision SFT,9-454,3,3,97.52571507276188,100.0,63.4765625,1
sft,DeepSeek-Revision SFT,9-454,3,4,98.13231175031618,100.0,69.53125,1
sft,DeepSeek-Revision SFT,9-454,3,5,98.40248158276597,100.0,78.7109375,1
sft,DeepSeek-Revision SFT,1387,0,1,97.79071223349376,100.0,36.279296875,1
sft,DeepSeek-Revision SFT,1387,0,2,99.28274927549913,100.0,37.87841796875,1
sft,DeepSeek-Revision SFT,1387,0,3,99.62789522606866,100.0,38.7451171875,1
sft,DeepSeek-Revision SFT,1387,0,4,99.74425637829005,100.0,39.46533203125,1
sft,DeepSeek-Revision SFT,1387,0,5,99.80082666714677,100.0,39.63623046875,1
sft,DeepSeek-Revision SFT,1387,1,1,88.37885322877915,100.0,-11.9140625,0
sft,DeepSeek-Revision SFT,1387,1,2,96.45575048211548,100.0,16.015625,1
sft,DeepSeek-Revision SFT,1387,1,3,98.16126757274942,100.0,25.68359375,1
sft,DeepSeek-Revision SFT,1387,1,4,98.69614346798848,100.0,28.515625,1
sft,DeepSeek-Revision SFT,1387,1,5,98.98455551185667,100.0,29.78515625,1
sft,DeepSeek-Revision SFT,1387,2,1,92.61314967800327,100.0,17.1875,1
sft,DeepSeek-Revision SFT,1387,2,2,98.35177090466038,100.0,18.75,1
sft,DeepSeek-Revision SFT,1387,2,3,99.3545442122126,100.0,15.4296875,1
sft,DeepSeek-Revision SFT,1387,2,4,99.65451241298307,100.0,20.41015625,1
sft,DeepSeek-Revision SFT,1387,2,5,99.78379939252792,100.0,18.5546875,1
sft,DeepSeek-Revision SFT,9-436,0,1,86.98493300457413,100.0,1.171875,0
sft,DeepSeek-Revision SFT,9-436,0,2,96.81052066378429,100.0,0.78125,0
sft,DeepSeek-Revision SFT,9-436,0,3,98.71133385669934,95.0,0.78125,0
sft,DeepSeek-Revision SFT,9-436,0,4,99.28833096492008,100.0,1.171875,0
sft,DeepSeek-Revision SFT,9-436,0,5,99.51087750214207,95.0,1.5625,0
sft,DeepSeek-Revision SFT,9-436,1,1,97.20173855737032,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-436,1,2,99.55725074678257,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-436,1,3,99.8095759190438,95.0,0.0,0
sft,DeepSeek-Revision SFT,9-436,1,4,99.87315021514695,95.0,0.0,0
sft,DeepSeek-Revision SFT,9-436,1,5,99.90424875888912,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-436,2,1,95.85635251081384,100.0,0.390625,0
sft,DeepSeek-Revision SFT,9-436,2,2,99.10387338446691,100.0,0.390625,0
sft,DeepSeek-Revision SFT,9-436,2,3,99.52033798763587,95.0,0.78125,0
sft,DeepSeek-Revision SFT,9-436,2,4,99.63793211749781,95.0,0.78125,0
sft,DeepSeek-Revision SFT,9-436,2,5,99.69030692853367,100.0,1.171875,0
sft,DeepSeek-Revision SFT,1189,0,1,95.88859863140246,100.0,-3.515625,0
sft,DeepSeek-Revision SFT,1189,0,2,99.46070150322814,95.0,-4.296875,0
sft,DeepSeek-Revision SFT,1189,0,3,99.85484977871872,95.0,-4.296875,0
sft,DeepSeek-Revision SFT,1189,0,4,99.94135400918455,95.0,-4.6875,0
sft,DeepSeek-Revision SFT,1189,0,5,99.96658452169402,95.0,-4.296875,0
sft,DeepSeek-Revision SFT,1189,1,1,82.95871488698133,100.0,-6.640625,0
sft,DeepSeek-Revision SFT,1189,1,2,92.1979311477981,100.0,-6.640625,0
sft,DeepSeek-Revision SFT,1189,1,3,94.72085614451599,100.0,-6.640625,0
sft,DeepSeek-Revision SFT,1189,1,4,95.8238534807669,100.0,-6.25,0
sft,DeepSeek-Revision SFT,1189,1,5,96.4279525886228,100.0,-6.25,0
sft,DeepSeek-Revision SFT,1189,2,1,95.77462638710077,100.0,-4.6875,0
sft,DeepSeek-Revision SFT,1189,2,2,99.58163135697627,100.0,-4.296875,0
sft,DeepSeek-Revision SFT,1189,2,3,99.86835446562023,100.0,-4.6875,0
sft,DeepSeek-Revision SFT,1189,2,4,99.94337996119907,100.0,-3.125,0
sft,DeepSeek-Revision SFT,1189,2,5,99.96565821051313,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,8-478,0,1,97.66652706942223,100.0,1.5625,0
sft,DeepSeek-Revision SFT,8-478,0,2,99.58163135697627,100.0,0.0,0
sft,DeepSeek-Revision SFT,8-478,0,3,99.76162073279909,100.0,0.0,0
sft,DeepSeek-Revision SFT,8-478,0,4,99.82559800249898,100.0,0.0,0
sft,DeepSeek-Revision SFT,8-478,0,5,99.86417558777698,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,8-478,1,1,94.80270168383701,100.0,63.4765625,1
sft,DeepSeek-Revision SFT,8-478,1,2,98.72634727202123,100.0,84.86328125,1
sft,DeepSeek-Revision SFT,8-478,1,3,99.54586513428659,100.0,87.451171875,1
sft,DeepSeek-Revision SFT,8-478,1,4,99.75691912303796,100.0,90.52734375,1
sft,DeepSeek-Revision SFT,8-478,1,5,99.84305518998666,100.0,92.7490234375,1
sft,DeepSeek-Revision SFT,8-478,2,1,96.41397199034334,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-478,2,2,99.80994747810816,100.0,-1.5625,0
sft,DeepSeek-Revision SFT,8-478,2,3,99.9689747786706,95.0,-1.5625,0
sft,DeepSeek-Revision SFT,8-478,2,4,99.98785034875851,95.0,-1.5625,0
sft,DeepSeek-Revision SFT,8-478,2,5,99.99263086401722,95.0,-1.5625,0
sft,DeepSeek-Revision SFT,8-478,3,1,96.10740342096426,100.0,1.171875,0
sft,DeepSeek-Revision SFT,8-478,3,2,98.8847524078647,100.0,2.34375,0
sft,DeepSeek-Revision SFT,8-478,3,3,99.38410178470487,100.0,1.953125,0
sft,DeepSeek-Revision SFT,8-478,3,4,99.54939923984973,100.0,1.5625,0
sft,DeepSeek-Revision SFT,8-478,3,5,99.63793211749781,95.0,1.953125,0
sft,DeepSeek-Revision SFT,8-478,4,1,88.10326567496395,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,8-478,4,2,97.12977927067085,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-478,4,3,98.74609342732269,100.0,-0.78125,0
sft,DeepSeek-Revision SFT,8-478,4,4,99.11084709711562,100.0,-0.390625,0
sft,DeepSeek-Revision SFT,8-478,4,5,99.3288321766794,100.0,0.0,0
sft,DeepSeek-Revision SFT,9-461,0,1,84.39255083300893,100.0,58.3984375,1
sft,DeepSeek-Revision SFT,9-461,0,2,91.7754522446474,100.0,60.650634765625,1
sft,DeepSeek-Revision SFT,9-461,0,3,94.25834032233563,100.0,60.83984375,1
sft,DeepSeek-Revision SFT,9-461,0,4,95.38644683855642,100.0,61.09619140625,1
sft,DeepSeek-Revision SFT,9-461,0,5,96.05381886107484,100.0,61.21826171875,1
sft,DeepSeek-Revision SFT,9-461,1,1,93.75530261031417,100.0,-21.09375,0
sft,DeepSeek-Revision SFT,9-461,1,2,99.38169122724652,100.0,-30.078125,0
sft,DeepSeek-Revision SFT,9-461,1,3,99.89906386753708,100.0,-30.078125,0
sft,DeepSeek-Revision SFT,9-461,1,4,99.96286767199554,100.0,-30.078125,0
sft,DeepSeek-Revision SFT,9-461,1,5,99.97884263726078,95.0,-28.90625,0
sft,DeepSeek-Revision SFT,9-461,2,1,92.34883681973356,100.0,23.4375,1
sft,DeepSeek-Revision SFT,9-461,2,2,99.04234463884812,100.0,28.7109375,1
sft,DeepSeek-Revision SFT,9-461,2,3,99.67922563443165,100.0,36.328125,1
sft,DeepSeek-Revision SFT,9-461,2,4,99.8172282758852,100.0,35.15625,1
sft,DeepSeek-Revision SFT,9-461,2,5,99.87039544045545,100.0,38.8671875,1
sft,DeepSeek-Revision SFT,664,0,1,86.67628958524371,100.0,26.7578125,1
sft,DeepSeek-Revision SFT,664,0,2,96.41397199034334,100.0,14.2578125,0
sft,DeepSeek-Revision SFT,664,0,3,98.40870971683945,100.0,12.3046875,0
sft,DeepSeek-Revision SFT,664,0,4,99.12120604220398,100.0,19.921875,0
sft,DeepSeek-Revision SFT,664,0,5,99.41459701988936,100.0,18.359375,0
sft,DeepSeek-Revision SFT,664,1,1,89.29409791644729,100.0,-42.578125,0
sft,DeepSeek-Revision SFT,664,1,2,96.1225792168278,100.0,-43.359375,0
sft,DeepSeek-Revision SFT,664,1,3,97.85868487218013,100.0,-43.359375,0
sft,DeepSeek-Revision SFT,664,1,4,98.4333803859871,100.0,-43.359375,0
sft,DeepSeek-Revision SFT,664,1,5,98.7411857757566,100.0,-43.359375,0
sft,DeepSeek-Revision SFT,664,2,1,95.28625510782776,100.0,-3.125,0
sft,DeepSeek-Revision SFT,664,2,2,99.32092066276287,100.0,-11.71875,0
sft,DeepSeek-Revision SFT,664,2,3,99.6476982809046,100.0,-14.0625,0
sft,DeepSeek-Revision SFT,664,2,4,99.75786680556611,100.0,-8.59375,0
sft,DeepSeek-Revision SFT,664,2,5,99.8114264785673,95.0,-10.15625,0
sft,DeepSeek-Revision SFT,9-281,0,1,95.28625510782776,100.0,10.546875,0
sft,DeepSeek-Revision SFT,9-281,0,2,99.02726376129422,100.0,19.53125,0
sft,DeepSeek-Revision SFT,9-281,0,3,99.54051193619628,100.0,26.5625,0
sft,DeepSeek-Revision SFT,9-281,0,4,99.70333220869392,100.0,26.953125,0
sft,DeepSeek-Revision SFT,9-281,0,5,99.76162073279909,100.0,26.5625,0
sft,DeepSeek-Revision SFT,9-281,1,1,91.01987379712082,100.0,-1.953125,0
sft,DeepSeek-Revision SFT,9-281,1,2,98.41491356971929,100.0,-2.34375,0
sft,DeepSeek-Revision SFT,9-281,1,3,99.46906255144573,95.0,-2.734375,0
sft,DeepSeek-Revision SFT,9-281,1,4,99.68787797566999,100.0,-2.34375,0
sft,DeepSeek-Revision SFT,9-281,1,5,99.77867234287271,95.0,-2.34375,0
sft,DeepSeek-Revision SFT,9-281,2,1,86.62414205710417,100.0,10.9375,0
sft,DeepSeek-Revision SFT,9-281,2,2,94.59566485573767,100.0,21.875,0
sft,DeepSeek-Revision SFT,9-281,2,3,96.6180534841765,100.0,27.734375,0
sft,DeepSeek-Revision SFT,9-281,2,4,97.23973570007108,100.0,30.46875,0
sft,DeepSeek-Revision SFT,9-281,2,5,97.71166052148509,100.0,29.6875,0
sft,DeepSeek-Revision SFT,9-1046,0,1,92.13673876337887,100.0,34.5703125,1
sft,DeepSeek-Revision SFT,9-1046,0,2,97.71166052148509,100.0,57.958984375,1
sft,DeepSeek-Revision SFT,9-1046,0,3,98.91906496903275,100.0,62.548828125,1
sft,DeepSeek-Revision SFT,9-1046,0,4,99.27994203553558,100.0,63.80615234375,1
sft,DeepSeek-Revision SFT,9-1046,0,5,99.45647173269467,100.0,64.41650390625,1
sft,DeepSeek-Revision SFT,9-1046,1,1,94.94288993880934,100.0,1.5625,0
sft,DeepSeek-Revision SFT,9-1046,1,2,99.00419598615896,100.0,29.4921875,1
sft,DeepSeek-Revision SFT,9-1046,1,3,99.4669845210265,100.0,46.58203125,1
